datetime,open,high,low,close
2022-05-05 01:55:00,39613.62891,39623.03906,39611.76953,39613.71094
2022-05-05 02:00:00,39616.76953,39624.21094,39597.19141,39615.42188
2022-05-05 02:05:00,39643.23828,39643.37109,39615.17969,39631.92188
2022-05-05 02:10:00,39638.87891,39694.01172,39638.87891,39676.76953
2022-05-05 02:15:00,39680.39062,39687.41016,39665.98047,39681.23828
2022-05-05 02:20:00,39681.83984,39685.25000,39664.41016,39685.25000
2022-05-05 02:25:00,39664.41016,39685.25000,39660.96094,39677.46875
2022-05-05 02:30:00,39689.37891,39704.41016,39673.14844,39690.28906
2022-05-05 02:35:00,39707.17969,39709.91016,39693.51172,39709.12891
2022-05-05 02:40:00,39705.32031,39737.35156,39701.62891,39725.03906
2022-05-05 02:45:00,39728.26172,39734.30078,39710.85156,39721.64844
2022-05-05 02:50:00,39731.00000,39731.00000,39687.89844,39710.67188
2022-05-05 02:55:00,39708.44922,39779.46875,39699.78906,39777.78125
2022-05-05 03:00:00,39779.46875,39779.46875,39742.75000,39746.50000
2022-05-05 03:05:00,39744.23828,39746.91016,39728.19141,39728.94922
2022-05-05 03:10:00,39725.23828,39756.33984,39725.23828,39756.33984
2022-05-05 03:15:00,39756.80078,39756.80078,39729.23047,39729.23047
2022-05-05 03:20:00,39733.23047,39738.67969,39729.23047,39732.26953
2022-05-05 03:25:00,39733.35156,39750.00000,39729.46094,39749.10156
2022-05-05 03:30:00,39746.91016,39746.91016,39702.44141,39702.94141
2022-05-05 03:35:00,39727.92969,39727.92969,39671.85938,39695.71094
2022-05-05 03:40:00,39694.87109,39694.87109,39676.66016,39687.64062
2022-05-05 03:45:00,39686.71875,39723.01172,39669.32812,39723.01172
2022-05-05 03:50:00,39704.23828,39731.92969,39704.23828,39714.32031
2022-05-05 03:55:00,39712.19922,39732.92969,39710.00000,39723.98828
2022-05-05 04:00:00,39722.64062,39728.32031,39716.64062,39723.23828
2022-05-05 04:05:00,39716.64062,39726.44922,39691.66016,39694.87891
2022-05-05 04:10:00,39698.03125,39702.39062,39672.46094,39675.67969
2022-05-05 04:15:00,39672.46094,39693.83984,39672.46094,39683.46094
2022-05-05 04:20:00,39683.17969,39714.37109,39680.37891,39714.37109
2022-05-05 04:25:00,39703.58984,39706.64062,39684.12109,39687.16016
2022-05-05 04:30:00,39687.16016,39699.85938,39673.82031,39683.01953
2022-05-05 04:35:00,39676.37891,39699.25000,39676.37891,39693.67969
2022-05-05 04:40:00,39699.30859,39729.12891,39698.21875,39729.12891
2022-05-05 04:45:00,39711.46875,39749.07031,39711.46875,39741.48828
2022-05-05 04:50:00,39749.42969,39749.42969,39727.57031,39729.48047
2022-05-05 04:55:00,39741.75000,39742.44922,39719.55078,39723.23047
2022-05-05 05:00:00,39720.21094,39736.28125,39720.21094,39732.32812
2022-05-05 05:05:00,39729.46875,39742.69141,39723.48047,39728.26953
2022-05-05 05:10:00,39737.17969,39756.21875,39727.67969,39756.21875
2022-05-05 05:15:00,39762.19141,39811.91016,39753.94922,39779.64844
2022-05-05 05:20:00,39778.39062,39779.64844,39665.48828,39690.30859
2022-05-05 05:25:00,39684.07031,39701.10938,39672.96875,39676.44922
2022-05-05 05:30:00,39672.35938,39676.73828,39620.98047,39641.57031
2022-05-05 05:35:00,39645.55859,39653.48828,39616.69922,39622.82031
2022-05-05 05:40:00,39626.51172,39626.51172,39561.39062,39597.60156
2022-05-05 05:45:00,39605.55078,39617.55078,39584.98047,39595.28906
2022-05-05 05:50:00,39597.05859,39597.05859,39575.41016,39577.62891
2022-05-05 05:55:00,39575.55078,39595.73828,39555.89844,39591.23828
2022-05-05 06:00:00,39591.23828,39614.39844,39577.55859,39605.26172
2022-05-05 06:05:00,39614.39844,39627.69922,39603.39844,39616.03906
2022-05-05 06:10:00,39610.01172,39664.03906,39610.01172,39651.53125
2022-05-05 06:15:00,39643.07812,39674.28125,39642.46875,39658.46875
2022-05-05 06:20:00,39668.07812,39674.28125,39645.00000,39647.17969
2022-05-05 06:25:00,39646.96875,39650.51172,39606.33984,39610.30859
2022-05-05 06:30:00,39610.57031,39610.57031,39532.76953,39538.48047
2022-05-05 06:35:00,39538.82812,39562.12109,39533.35938,39548.85938
2022-05-05 06:40:00,39551.26953,39559.57031,39534.53125,39544.25000
2022-05-05 06:45:00,39539.10156,39562.37109,39532.89844,39556.39062
2022-05-05 06:50:00,39553.26172,39558.30859,39528.78125,39530.50000
2022-05-05 06:55:00,39535.00000,39554.03125,39517.55078,39534.48828
2022-05-05 07:00:00,39517.55078,39538.17969,39509.96875,39519.73047
2022-05-05 07:05:00,39543.85938,39546.78125,39503.08984,39524.92969
2022-05-05 07:10:00,39537.94141,39542.07812,39517.35938,39525.03906
2022-05-05 07:15:00,39525.03125,39529.44141,39504.69141,39512.08984
2022-05-05 07:20:00,39514.46094,39557.01953,39514.46094,39523.58984
2022-05-05 07:25:00,39538.26172,39563.89062,39522.26172,39540.07812
2022-05-05 07:30:00,39554.19141,39574.01172,39537.91016,39571.44922
2022-05-05 07:35:00,39560.51953,39600.67969,39560.51953,39587.62891
2022-05-05 07:40:00,39579.69141,39603.42188,39575.64062,39602.76172
2022-05-05 07:45:00,39603.28906,39604.32031,39582.30859,39595.44141
2022-05-05 07:50:00,39582.30859,39595.44141,39575.37891,39583.19141
2022-05-05 07:55:00,39585.39062,39585.39062,39564.87109,39582.76172
2022-05-05 08:00:00,39577.80078,39595.98047,39523.12109,39524.50000
2022-05-05 08:05:00,39513.66016,39559.76172,39513.66016,39541.89062
2022-05-05 08:10:00,39545.96094,39616.07812,39537.37109,39601.48828
2022-05-05 08:15:00,39608.32031,39619.76953,39593.73047,39601.62109
2022-05-05 08:20:00,39606.71875,39606.71875,39581.83984,39592.80078
2022-05-05 08:25:00,39586.51953,39586.51953,39558.17969,39558.17969
2022-05-05 08:30:00,39561.21875,39568.35938,39523.30859,39523.30859
2022-05-05 08:35:00,39533.92188,39542.33984,39510.39844,39525.73828
2022-05-05 08:40:00,39526.07812,39527.69922,39444.87891,39471.55859
2022-05-05 08:45:00,39486.67969,39511.26172,39441.23828,39511.21094
2022-05-05 08:50:00,39511.26172,39513.44922,39484.46875,39497.07031
2022-05-05 08:55:00,39496.62109,39499.89062,39433.57031,39462.55859
2022-05-05 09:00:00,39444.35156,39498.83984,39444.35156,39488.25000
2022-05-05 09:05:00,39489.96094,39537.26172,39484.96094,39536.46875
2022-05-05 09:10:00,39531.44922,39549.07812,39530.67969,39545.12891
2022-05-05 09:15:00,39545.35938,39545.35938,39528.60938,39539.48828
2022-05-05 09:20:00,39542.55859,39545.07031,39464.98047,39475.57031
2022-05-05 09:25:00,39453.73047,39469.87891,39442.85938,39458.78906
2022-05-05 09:30:00,39459.23828,39461.69141,39416.71875,39421.01953
2022-05-05 09:35:00,39429.19922,39462.17969,39426.10938,39462.17969
2022-05-05 09:40:00,39451.28906,39475.76953,39451.28906,39468.39062
2022-05-05 09:45:00,39475.76953,39475.76953,39434.08984,39434.08984
2022-05-05 09:50:00,39448.00000,39458.10156,39410.23047,39436.57812
2022-05-05 09:55:00,39436.85156,39484.37891,39436.85156,39477.46094
2022-05-05 10:00:00,39478.87891,39507.42188,39465.60156,39504.67188
2022-05-05 10:05:00,39494.92188,39498.28906,39467.92969,39477.82031
2022-05-05 10:10:00,39490.51953,39503.10156,39477.82031,39492.05859
2022-05-05 10:15:00,39493.85156,39493.85156,39449.14844,39466.71875
2022-05-05 10:20:00,39466.51172,39475.78125,39442.14844,39471.64844
2022-05-05 10:25:00,39478.33984,39482.00000,39459.21094,39474.73828
2022-05-05 10:30:00,39477.87891,39532.85938,39476.03906,39514.60938
2022-05-05 10:35:00,39503.23047,39532.55859,39503.23047,39524.94922
2022-05-05 10:40:00,39524.01172,39597.71875,39524.01172,39574.39062
2022-05-05 10:45:00,39570.08984,39576.07812,39544.44922,39550.62109
2022-05-05 10:50:00,39560.73047,39560.73047,39506.21875,39535.05859
2022-05-05 10:55:00,39530.69922,39535.66016,39487.08984,39490.71094
2022-05-05 11:00:00,39494.32031,39537.62891,39490.03906,39517.55078
2022-05-05 11:05:00,39521.82812,39570.62109,39521.82812,39531.37891
2022-05-05 11:10:00,39543.89844,39552.60156,39511.67188,39522.07031
2022-05-05 11:15:00,39522.07812,39533.94922,39506.53906,39512.08984
2022-05-05 11:20:00,39519.89062,39559.03906,39506.53906,39548.00000
2022-05-05 11:25:00,39537.96875,39555.19922,39519.48828,39519.48828
2022-05-05 11:30:00,39531.07812,39536.28125,39492.37109,39496.01172
2022-05-05 11:35:00,39496.01172,39502.12891,39476.85938,39490.94922
2022-05-05 11:40:00,39477.69922,39512.01172,39477.69922,39512.01172
2022-05-05 11:45:00,39509.33984,39515.98828,39457.53906,39468.76953
2022-05-05 11:50:00,39457.53125,39473.12891,39441.71094,39456.39844
2022-05-05 11:55:00,39454.85156,39483.44141,39449.75000,39468.32031
2022-05-05 12:00:00,39466.83984,39486.21094,39447.50000,39455.42969
2022-05-05 12:05:00,39447.50000,39495.46875,39447.50000,39493.76172
2022-05-05 12:10:00,39508.23047,39536.55078,39492.26953,39520.76172
2022-05-05 12:15:00,39526.39062,39526.39062,39467.23047,39509.64062
2022-05-05 12:20:00,39506.28906,39509.64062,39472.23828,39474.17969
2022-05-05 12:25:00,39475.78906,39499.98047,39449.17188,39499.98047
2022-05-05 12:30:00,39497.26953,39532.64844,39491.37109,39505.98047
2022-05-05 12:35:00,39501.64844,39535.37891,39496.42188,39517.35938
2022-05-05 12:40:00,39526.94922,39532.87109,39514.85156,39526.23047
2022-05-05 12:45:00,39532.87109,39536.64062,39492.23828,39523.07812
2022-05-05 12:50:00,39511.21875,39523.08984,39491.07031,39493.07031
2022-05-05 12:55:00,39493.69141,39493.87109,39477.42188,39492.57031
2022-05-05 13:00:00,39490.96875,39499.05078,39455.28125,39468.39062
2022-05-05 13:05:00,39444.57031,39476.21875,39411.85938,39446.94141
2022-05-05 13:10:00,39451.17188,39454.78906,39437.37891,39446.28125
2022-05-05 13:15:00,39452.58984,39469.33984,39426.46094,39439.94922
2022-05-05 13:20:00,39424.30859,39439.94922,39348.16016,39375.85938
2022-05-05 13:25:00,39377.05859,39395.26172,39357.44922,39391.82812
2022-05-05 13:30:00,39387.60938,39391.82812,39270.01172,39308.60938
2022-05-05 13:35:00,39297.03906,39349.01172,39258.19141,39258.19141
2022-05-05 13:40:00,39270.23047,39310.73047,39208.26172,39256.89062
2022-05-05 13:45:00,39208.26172,39224.67969,39148.64062,39157.57031
2022-05-05 13:50:00,39153.44141,39191.03906,39106.03906,39138.12109
2022-05-05 13:55:00,39150.30078,39173.69141,38993.30078,39000.00000
2022-05-05 14:00:00,39000.23047,39038.89062,38840.98047,38892.76172
2022-05-05 14:05:00,38969.92188,38969.92188,38771.03906,38816.96094
2022-05-05 14:10:00,38845.53906,38905.87109,38770.37891,38871.05078
2022-05-05 14:15:00,38830.48047,38871.05078,38704.82031,38744.39062
2022-05-05 14:20:00,38704.82031,38759.87891,38530.89062,38570.41016
2022-05-05 14:25:00,38574.26953,38670.55078,38574.26953,38656.30078
2022-05-05 14:30:00,38638.28125,38638.28125,38502.62109,38521.87109
2022-05-05 14:35:00,38502.62109,38541.05078,38412.26953,38443.32812
2022-05-05 14:40:00,38466.92188,38466.92188,38236.33984,38319.39844
2022-05-05 14:45:00,38356.87891,38390.83984,38178.17969,38179.01172
2022-05-05 14:50:00,38232.58984,38273.39062,38172.57812,38186.91016
2022-05-05 14:55:00,38182.48828,38232.62109,38112.35938,38188.30078
2022-05-05 15:00:00,38124.05859,38206.94922,37974.92969,37974.92969
2022-05-05 15:05:00,38051.64844,38051.64844,36634.85938,36634.85938
2022-05-05 15:10:00,37149.60156,37454.12891,36634.85938,37394.69141
2022-05-05 15:15:00,37313.73047,37362.55859,37047.33984,37330.12109
2022-05-05 15:20:00,37299.33984,37334.98828,37096.94141,37180.55078
2022-05-05 15:25:00,37085.96875,37109.80078,36925.51172,36977.07031
2022-05-05 15:30:00,37096.57031,37215.35938,36943.94141,37043.50000
2022-05-05 15:35:00,37063.39062,37199.98828,37028.32812,37170.26172
2022-05-05 15:40:00,37126.42969,37163.17969,37022.10156,37041.78125
2022-05-05 15:45:00,37054.87891,37054.87891,36955.26172,36977.87891
2022-05-05 15:50:00,36966.35938,36977.87891,36635.55078,36720.69141
2022-05-05 15:55:00,36759.25000,36948.14844,36655.96094,36942.60938
2022-05-05 16:00:00,36948.14844,37017.66016,36786.51953,37017.66016
2022-05-05 16:05:00,36913.32812,37017.66016,36846.03125,36888.67969
2022-05-05 16:10:00,36862.87109,37037.39844,36831.26953,37025.53906
2022-05-05 16:15:00,37006.83984,37066.80859,36988.01172,37029.69141
2022-05-05 16:20:00,37049.23828,37269.96875,37049.23828,37092.30859
2022-05-05 16:25:00,37135.39062,37186.57812,37068.37891,37134.76953
2022-05-05 16:30:00,37161.05859,37161.05859,37012.41016,37012.41016
2022-05-05 16:35:00,37074.60156,37074.60156,36863.17188,36922.78906
2022-05-05 16:40:00,36939.01953,36962.48828,36843.32031,36940.35156
2022-05-05 16:45:00,36957.55078,36994.76953,36871.48828,36968.87891
2022-05-05 16:50:00,36994.76953,37087.50000,36968.19922,37017.07031
2022-05-05 16:55:00,37034.87109,37075.60156,37011.10938,37036.92969
2022-05-05 17:00:00,37018.16016,37144.33984,37016.48047,37110.10938
2022-05-05 17:05:00,37080.64844,37131.28906,37041.14844,37131.28906
2022-05-05 17:10:00,37135.39062,37135.39062,37029.14844,37029.14844
2022-05-05 17:15:00,37031.83984,37069.05078,36949.42969,37034.10156
2022-05-05 17:20:00,37038.58984,37050.98047,36965.76953,37008.07812
2022-05-05 17:25:00,36966.03906,37008.07812,36821.26172,36947.66016
2022-05-05 17:30:00,36925.07812,36950.26172,36844.62891,36864.82812
2022-05-05 17:35:00,36901.53906,36983.57031,36860.12109,36860.12109
2022-05-05 17:40:00,36878.03125,36951.82031,36858.94141,36915.07031
2022-05-05 17:45:00,36906.12891,36918.78125,36833.55859,36857.07031
2022-05-05 17:50:00,36845.98828,36862.94141,36798.26953,36830.53125
2022-05-05 17:55:00,36857.14062,36857.14062,36786.89062,36839.05078
2022-05-05 18:00:00,36801.60938,36801.60938,36789.69141,36789.69141
2022-05-05 18:10:00,36767.07812,36782.82031,36666.00000,36666.00000
2022-05-05 18:15:00,36712.55078,36712.55078,36712.55078,36712.55078
2022-05-05 18:35:00,36389.53125,36389.53125,36344.76953,36344.76953
2022-05-05 18:40:00,36278.62891,36331.82812,36278.62891,36331.82812
2022-05-05 20:10:00,36324.62891,36353.05078,36324.62891,36342.80078
2022-05-05 20:15:00,36349.78906,36362.23047,36250.85156,36272.87109
2022-05-05 20:20:00,36256.55859,36284.64844,36192.05859,36209.19141
2022-05-05 20:25:00,36210.00000,36228.62891,36186.82031,36228.62891
2022-05-05 20:35:00,36277.96875,36330.30078,36263.41016,36263.42188
2022-05-05 20:40:00,36283.57031,36303.21094,36218.80078,36289.73828
2022-05-05 20:45:00,36300.21875,36314.10938,36258.73828,36284.07031
2022-05-05 20:50:00,36314.10938,36346.32812,36280.30859,36346.32812
2022-05-05 20:55:00,36351.76172,36433.76172,36346.32812,36423.39062
2022-05-05 21:00:00,36405.78125,36460.73828,36392.28125,36400.19141
2022-05-05 21:05:00,36407.46094,36422.37891,36330.41016,36357.62109
2022-05-05 21:10:00,36354.73828,36374.71094,36320.89062,36366.85938
2022-05-05 21:15:00,36358.73828,36437.26953,36358.73828,36437.26953
2022-05-05 21:20:00,36420.07031,36586.14062,36420.07031,36584.32812
2022-05-05 21:25:00,36584.69141,36585.80859,36519.98047,36539.30859
2022-05-05 21:30:00,36539.94922,36543.35156,36450.94922,36537.96875
2022-05-05 21:35:00,36543.35156,36574.12109,36487.33984,36568.19922
2022-05-05 21:40:00,36565.53906,36593.69141,36532.62109,36532.62109
2022-05-05 21:45:00,36560.87109,36565.14844,36476.67188,36493.37109
2022-05-05 21:50:00,36492.46875,36500.28125,36454.14844,36470.60156
2022-05-05 21:55:00,36454.14844,36472.35938,36421.01172,36436.98828
2022-05-05 22:00:00,36421.01172,36466.69922,36398.62891,36438.73828
2022-05-05 22:05:00,36445.80078,36471.57812,36408.39062,36447.37891
2022-05-05 22:10:00,36447.37891,36448.00000,36408.01172,36445.73047
2022-05-05 22:15:00,36444.30078,36447.55078,36378.73828,36378.73828
2022-05-05 22:20:00,36385.44141,36396.60156,36359.80078,36390.05859
2022-05-05 22:25:00,36393.89062,36399.85156,36322.21094,36348.32031
2022-05-05 22:30:00,36367.19141,36396.98828,36362.76953,36384.37109
2022-05-05 22:35:00,36387.94141,36431.55859,36337.00000,36350.42969
2022-05-05 22:40:00,36350.28125,36384.50000,36335.85938,36363.41016
2022-05-05 22:45:00,36356.32812,36356.32812,36324.96094,36351.66016
2022-05-05 22:50:00,36349.30859,36351.76172,36240.26172,36253.41016
2022-05-05 22:55:00,36269.16016,36269.16016,36211.32812,36214.35156
2022-05-05 23:00:00,36217.82812,36296.60156,36198.33984,36295.01172
2022-05-05 23:05:00,36293.41016,36378.66016,36277.96094,36361.51953
2022-05-05 23:10:00,36378.66016,36472.32031,36307.03125,36314.60156
2022-05-05 23:15:00,36307.03125,36576.28906,36307.03125,36469.37891
2022-05-05 23:20:00,36450.12109,36496.26953,36389.60156,36487.60938
2022-05-05 23:25:00,36477.78906,36518.17969,36444.07031,36513.35938
2022-05-05 23:30:00,36504.10938,36519.62891,36458.96094,36497.98828
2022-05-05 23:35:00,36498.32031,36516.00000,36469.10938,36494.80859
2022-05-05 23:40:00,36509.10938,36509.10938,36447.66016,36505.67188
2022-05-05 23:45:00,36495.85156,36523.16016,36473.25000,36522.00000
2022-05-05 23:50:00,36521.57031,36573.42969,36510.01172,36564.26172
2022-05-05 23:55:00,36566.96875,36576.87109,36530.53125,36549.71875
2022-05-06 00:00:00,36549.71875,36580.83984,36496.94922,36560.92969
2022-05-06 00:05:00,36541.76953,36646.25000,36541.76953,36561.94141
2022-05-06 00:10:00,36572.01953,36574.16016,36479.82031,36479.82031
2022-05-06 00:15:00,36469.28906,36504.85156,36429.82812,36468.23047
2022-05-06 00:20:00,36445.37891,36505.05859,36445.37891,36501.58984
2022-05-06 00:25:00,36490.96875,36513.92188,36482.16016,36513.92188
2022-05-06 00:30:00,36512.30078,36512.30078,36399.92188,36409.41016
2022-05-06 00:35:00,36410.35938,36425.01953,36367.10156,36377.78125
2022-05-06 00:40:00,36381.05859,36414.01953,36367.10156,36405.51172
2022-05-06 00:45:00,36407.71875,36407.71875,36352.82812,36361.60156
2022-05-06 00:50:00,36361.58984,36369.89062,36304.01172,36317.19141
2022-05-06 00:55:00,36313.32031,36378.66016,36282.10156,36372.19922
2022-05-06 01:00:00,36355.57031,36384.62109,36316.23828,36339.01172
2022-05-06 01:05:00,36348.23047,36348.23047,36288.01172,36304.87891
2022-05-06 01:10:00,36300.39062,36319.92188,36272.23047,36272.23047
2022-05-06 01:15:00,36280.55859,36347.55859,36256.19922,36294.92969
2022-05-06 01:20:00,36301.94922,36301.94922,36213.73828,36215.82031
2022-05-06 01:25:00,36213.73828,36263.73828,36138.80078,36241.32812
2022-05-06 01:30:00,36263.73828,36263.73828,36191.33984,36218.58984
2022-05-06 01:35:00,36218.26172,36234.58984,36189.05859,36217.82812
2022-05-06 01:40:00,36217.82812,36273.50000,36217.82812,36227.25000
2022-05-06 01:45:00,36220.30078,36268.48047,36218.92188,36248.85938
2022-05-06 01:50:00,36220.46094,36256.41016,36196.58984,36219.19922
2022-05-06 01:55:00,36229.58984,36292.12891,36224.87109,36284.82031
2022-05-06 02:00:00,36287.14844,36325.94141,36287.14844,36319.82812
2022-05-06 02:05:00,36323.32812,36372.28906,36312.57031,36359.08984
2022-05-06 02:10:00,36364.44141,36435.42969,36364.44141,36435.42969
2022-05-06 02:15:00,36430.16016,36498.00000,36430.16016,36478.91016
2022-05-06 02:20:00,36487.82812,36498.21875,36432.03906,36464.89062
2022-05-06 02:25:00,36496.16016,36520.66016,36464.08984,36518.37109
2022-05-06 02:30:00,36517.55078,36533.60156,36458.42188,36463.39062
2022-05-06 02:35:00,36467.35938,36477.87109,36447.42969,36456.71094
2022-05-06 02:40:00,36457.19141,36467.00000,36437.82031,36466.00000
2022-05-06 02:45:00,36457.05859,36474.44922,36439.12891,36440.23047
2022-05-06 02:50:00,36439.12891,36473.69141,36416.98828,36431.60938
2022-05-06 02:55:00,36424.23828,36440.07031,36401.30078,36401.30078
2022-05-06 03:00:00,36405.87109,36449.51953,36401.00000,36434.85156
2022-05-06 03:05:00,36449.51953,36449.51953,36415.35156,36444.76172
2022-05-06 03:10:00,36445.51172,36445.51172,36365.53906,36400.21094
2022-05-06 03:15:00,36400.89844,36400.89844,36362.23047,36380.17969
2022-05-06 03:20:00,36375.57812,36392.64062,36357.03125,36369.57031
2022-05-06 03:25:00,36378.50000,36378.50000,36345.19922,36366.19141
2022-05-06 03:30:00,36366.96875,36405.89844,36349.76172,36398.37109
2022-05-06 03:35:00,36396.67188,36414.96094,36396.67188,36404.39062
2022-05-06 03:40:00,36402.75000,36404.39062,36340.92188,36350.39844
2022-05-06 03:45:00,36340.94922,36395.92188,36340.94922,36382.80078
2022-05-06 03:50:00,36391.60156,36432.64062,36382.80078,36425.98047
2022-05-06 03:55:00,36417.08984,36427.42188,36362.07031,36414.48047
2022-05-06 04:00:00,36389.05859,36451.73828,36389.05859,36432.42188
2022-05-06 04:05:00,36421.23047,36432.46094,36375.10938,36386.78906
2022-05-06 04:10:00,36383.98828,36386.78906,36330.82812,36344.19922
2022-05-06 04:15:00,36357.80859,36366.35938,36321.01172,36336.60156
2022-05-06 04:20:00,36334.51172,36334.51172,36293.98828,36328.30859
2022-05-06 04:25:00,36330.82812,36334.78906,36310.82031,36322.85938
2022-05-06 04:30:00,36330.57031,36342.51953,36312.57031,36334.30859
2022-05-06 04:35:00,36328.92188,36355.89062,36307.69141,36319.08984
2022-05-06 04:40:00,36317.85156,36338.12891,36305.96875,36330.82812
2022-05-06 04:45:00,36332.80859,36372.35938,36330.80859,36366.10938
2022-05-06 04:50:00,36366.50000,36392.51953,36322.96094,36322.96094
2022-05-06 04:55:00,36325.01953,36381.69922,36321.19141,36378.96875
2022-05-06 05:00:00,36381.53125,36442.73047,36376.57031,36415.35938
2022-05-06 05:05:00,36415.35156,36447.35938,36377.17188,36384.67188
2022-05-06 05:10:00,36377.17188,36430.07031,36372.57031,36420.19141
2022-05-06 05:15:00,36409.48047,36449.35156,36401.50000,36449.35156
2022-05-06 05:20:00,36441.37109,36463.14844,36432.85938,36452.89844
2022-05-06 05:25:00,36444.01172,36457.17969,36440.50000,36447.46875
2022-05-06 05:30:00,36449.28125,36452.80078,36413.07812,36441.92188
2022-05-06 05:35:00,36429.89062,36470.30859,36427.26172,36468.89844
2022-05-06 05:40:00,36470.30859,36471.00000,36455.85938,36455.85938
2022-05-06 05:45:00,36462.35938,36474.73047,36442.03125,36466.83984
2022-05-06 05:50:00,36465.05859,36483.98047,36440.60938,36456.66016
2022-05-06 05:55:00,36457.12891,36485.19922,36434.92969,36476.01953
2022-05-06 06:00:00,36483.03125,36495.94922,36471.28906,36495.64062
2022-05-06 06:05:00,36483.76953,36531.82812,36456.82812,36473.82812
2022-05-06 06:10:00,36479.03125,36495.98047,36444.57812,36464.73828
2022-05-06 06:15:00,36454.28125,36464.73828,36409.14844,36416.35156
2022-05-06 06:20:00,36419.55078,36472.32031,36416.35156,36449.76953
2022-05-06 06:25:00,36448.73828,36463.01953,36395.55078,36419.78125
2022-05-06 06:30:00,36402.96875,36416.94922,36389.14062,36409.69922
2022-05-06 06:35:00,36414.60156,36447.37109,36396.89844,36439.69922
2022-05-06 06:40:00,36439.98047,36449.55859,36400.98828,36421.07812
2022-05-06 06:45:00,36425.08984,36428.73828,36418.32031,36422.62109
2022-05-06 06:50:00,36418.69922,36422.62109,36387.82812,36392.39062
2022-05-06 06:55:00,36391.21094,36399.46875,36373.21875,36395.57812
2022-05-06 07:00:00,36395.85156,36401.55859,36347.37891,36377.23047
2022-05-06 07:05:00,36386.12891,36406.44141,36354.41016,36391.44141
2022-05-06 07:10:00,36380.92969,36394.87891,36358.96094,36379.55078
2022-05-06 07:15:00,36383.39062,36424.89844,36379.55078,36422.17188
2022-05-06 07:20:00,36414.82031,36434.94141,36373.37891,36373.89062
2022-05-06 07:25:00,36369.25000,36410.23047,36353.28906,36362.00000
2022-05-06 07:30:00,36357.12891,36363.58984,36326.85156,36341.98828
2022-05-06 07:35:00,36344.35938,36344.35938,36038.07031,36162.44922
2022-05-06 07:40:00,36169.28906,36169.28906,35825.01172,35892.07031
2022-05-06 07:45:00,35919.48828,35957.26172,35849.01172,35957.26172
2022-05-06 07:50:00,35956.80078,36387.28125,35956.80078,36387.28125
2022-05-06 07:55:00,36332.87891,36420.10156,36324.05078,36368.10938
2022-05-06 08:00:00,36368.19922,36380.46094,36154.71094,36242.46094
2022-05-06 08:05:00,36219.71875,36462.85156,36198.08984,36381.37109
2022-05-06 08:10:00,36356.73828,36392.75000,36236.71094,36263.07812
